UserID,Age,F,M
U00001271,29,1,0
U00001272,18,0,1
U00001273,27,0,1
U00001274,29,0,1
U00001275,32,0,1
U00001276,27,0,1
U00001277,18,1,0
U00001278,18,0,1
U00001279,27,0,1
U00001280,16,0,1
U00001281,25,0,1
U00001282,32,0,1
U00001283,18,1,0
U00001284,29,0,1
U00001285,27,0,1
U00001286,27,0,1
U00001287,32,1,0
U00001288,27,1,0
U00001289,29,0,1
U00001290,27,0,1
U00001291,27,1,0
U00001292,25,0,1
U00001293,25,0,1
U00001294,32,1,0
U00001295,27,1,0
U00001296,16,0,1
U00001297,25,0,1
U00001298,27,0,1
U00001299,25,0,1
U00001300,16,0,1
U00001301,25,1,0
U00001302,18,0,1
U00001303,25,0,1
U00001304,25,0,1
U00001305,29,0,1
U00001306,25,0,1
U00001307,35,0,1
U00001308,16,0,1
U00001309,25,0,1
U00001310,29,0,1
U00001311,18,0,1
U00001312,25,0,1
U00001313,18,0,1
U00001314,18,1,0
U00001315,27,0,1
U00001316,32,0,1
U00001317,29,0,1
U00001318,18,0,1
U00001319,25,1,0
U00001320,25,0,1
U00001321,25,1,0
U00001322,35,0,1
U00001323,27,1,0
U00001324,27,0,1
U00001325,25,0,1
U00001326,25,1,0
U00001327,16,0,1
U00001328,27,0,1
U00001329,18,0,1
U00001330,35,0,1
U00001331,29,0,1
U00001332,25,0,1
U00001333,25,0,1
U00001334,32,0,1
U00001335,27,0,1
U00001336,32,1,0
U00001337,35,0,1
U00001338,25,0,1
U00001339,27,0,1
U00001340,25,0,1
U00001341,18,0,1
U00001342,27,0,1
U00001343,27,0,1
U00001344,25,1,0
U00001345,25,1,0
U00001346,27,0,1
U00001347,18,1,0
U00001348,16,1,0
U00001349,32,0,1
U00001350,27,1,0
U00001351,25,1,0
U00001352,27,0,1
U00001353,16,0,1
U00001354,25,1,0
U00001355,29,1,0
U00001356,18,1,0
U00001357,29,0,1
U00001358,27,0,1
U00001359,27,0,1
U00001360,25,0,1
U00001361,25,1,0
U00001362,27,0,1
U00001363,32,0,1
U00001364,29,1,0
U00001365,16,1,0
U00001366,16,0,1
U00001367,25,0,1
U00001368,25,1,0
U00001369,25,0,1
U00001370,27,0,1
U00001371,32,1,0
U00001372,16,0,1
U00001373,25,1,0
U00001374,32,0,1
U00001375,29,1,0
U00001376,29,1,0
U00001377,27,0,1
U00001378,29,1,0
U00001379,35,1,0
U00001380,16,0,1
U00001381,18,0,1
U00001382,29,1,0
U00001383,25,1,0
U00001384,18,0,1
U00001385,25,1,0
U00001386,25,1,0
U00001387,32,1,0
U00001388,35,0,1
U00001389,25,0,1
U00001390,27,0,1
U00001391,27,0,1
U00001392,29,0,1
U00001393,18,0,1
U00001394,25,1,0
U00001395,25,0,1
U00001396,25,1,0
U00001397,27,0,1
U00001398,35,1,0
U00001399,18,0,1
U00001400,25,0,1
U00001401,18,1,0
U00001402,18,0,1
U00001403,25,1,0
U00001404,32,0,1
U00001405,35,0,1
U00001406,25,0,1
U00001407,27,1,0
U00001408,25,0,1
U00001409,18,0,1
U00001410,32,0,1
U00001411,27,0,1
U00001412,25,0,1
U00001413,18,0,1
U00001414,18,0,1
U00001415,29,0,1
U00001416,25,0,1
U00001417,27,0,1
U00001418,18,0,1
U00001419,25,1,0
U00001420,18,0,1
U00001421,16,1,0
U00001422,27,0,1
U00001423,25,0,1
U00001424,27,0,1
U00001425,16,0,1
U00001426,18,0,1
U00001427,25,0,1
U00001428,29,1,0
U00001429,27,1,0
U00001430,18,0,1
U00001431,35,0,1
U00001432,27,0,1
U00001433,18,1,0
U00001434,16,1,0
U00001435,25,0,1
U00001436,32,1,0
U00001437,32,0,1
U00001438,18,0,1
U00001439,27,0,1
U00001440,27,0,1
U00001441,27,0,1
U00001442,18,0,1
U00001443,27,0,1
U00001444,25,1,0
U00001445,25,0,1
U00001446,27,0,1
U00001447,18,0,1
U00001448,25,1,0
U00001449,27,0,1
U00001450,18,0,1
U00001451,27,0,1
U00001452,35,1,0
U00001453,25,0,1
U00001454,18,0,1
U00001455,29,1,0
U00001456,25,0,1
U00001457,25,0,1
U00001458,16,0,1
U00001459,25,1,0
U00001460,18,1,0
U00001461,29,1,0
U00001462,27,0,1
U00001463,32,0,1
U00001464,27,0,1
U00001465,32,0,1
U00001466,18,0,1
U00001467,25,0,1
U00001468,16,0,1
U00001469,35,0,1
U00001470,18,0,1
U00001471,25,0,1
U00001472,25,0,1
U00001473,25,0,1
U00001474,25,0,1
U00001475,25,1,0
U00001476,18,1,0
U00001477,29,1,0
U00001478,16,0,1
U00001479,32,1,0
U00001480,25,0,1
U00001481,27,0,1
U00001482,25,0,1
U00001483,18,0,1
U00001484,25,0,1
U00001485,25,1,0
U00001486,25,0,1
U00001487,27,0,1
U00001488,25,0,1
U00001489,27,1,0
U00001490,32,0,1
U00001491,18,0,1
U00001492,25,0,1
U00001493,25,1,0
U00001494,25,0,1
U00001495,18,0,1
U00001496,25,0,1
U00001497,32,0,1
U00001498,18,0,1
U00001499,16,0,1
U00001500,25,0,1
U00001501,25,0,1
U00001502,18,0,1
U00001503,25,0,1
U00001504,18,0,1
U00001505,32,0,1
U00001506,25,0,1
U00001507,27,0,1
U00001508,16,1,0
U00001509,16,0,1
U00001510,25,1,0
U00001511,27,0,1
U00001512,25,0,1
U00001513,27,1,0
U00001514,18,0,1
U00001515,25,0,1
U00001516,25,1,0
U00001517,18,0,1
U00001518,25,0,1
U00001519,18,0,1
U00001520,25,0,1
U00001521,25,1,0
U00001522,27,0,1
U00001523,25,0,1
U00001524,18,0,1
U00001525,25,1,0
U00001526,35,0,1
U00001527,18,0,1
U00001528,25,0,1
U00001529,18,0,1
U00001530,25,0,1
U00001531,29,0,1
U00001532,18,0,1
U00001533,29,0,1
U00001534,32,0,1
U00001535,18,1,0
U00001536,27,1,0
U00001537,18,0,1
U00001538,25,0,1
U00001539,25,0,1
U00001540,29,0,1
U00001541,35,0,1
U00001542,18,0,1
U00001543,25,0,1
U00001544,25,0,1
U00001545,25,0,1
U00001546,25,0,1
U00001547,35,0,1
U00001548,27,0,1
U00001549,27,0,1
U00001550,18,0,1
U00001551,25,0,1
U00001552,29,0,1
U00001553,25,1,0
U00001554,27,1,0
U00001555,18,1,0
U00001556,18,0,1
U00001557,18,1,0
U00001558,18,0,1
U00001559,27,0,1
U00001560,25,1,0
U00001561,18,1,0
U00001562,18,0,1
U00001563,16,1,0
U00001564,32,0,1
U00001565,29,0,1
U00001566,27,0,1
U00001567,25,0,1
U00001568,16,1,0
U00001569,35,1,0
U00001570,18,0,1
U00001571,25,0,1
U00001572,25,1,0
U00001573,16,0,1
U00001574,25,0,1
U00001575,32,1,0
U00001576,29,1,0
U00001577,35,0,1
U00001578,18,0,1
U00001579,25,0,1
U00001580,18,1,0
U00001581,18,1,0
U00001582,18,0,1
U00001583,27,0,1
U00001584,25,0,1
U00001585,35,0,1
U00001586,29,0,1
U00001587,25,1,0
U00001588,25,0,1
U00001589,25,0,1
U00001590,27,0,1
U00001591,32,0,1
U00001592,27,0,1
U00001593,25,0,1
U00001594,27,1,0
U00001595,27,0,1
U00001596,18,1,0
U00001597,25,0,1
U00001598,27,0,1
U00001599,25,0,1
U00001600,27,0,1
U00001601,25,0,1
U00001602,25,1,0
U00001603,25,1,0
U00001604,25,0,1
U00001605,18,1,0
U00001606,27,1,0
U00001607,29,0,1
U00001608,25,0,1
U00001609,27,1,0
U00001610,25,0,1
U00001611,25,0,1
U00001612,25,0,1
U00001613,18,0,1
U00001614,27,0,1
U00001615,29,1,0
U00001616,25,0,1
U00001617,25,0,1
U00001618,32,0,1
U00001619,32,0,1
U00001620,25,0,1
U00001621,25,0,1
U00001622,18,0,1
U00001623,32,0,1
U00001624,25,0,1
U00001625,29,0,1
U00001626,18,0,1
U00001627,18,0,1
U00001628,18,0,1
U00001629,18,0,1
U00001630,29,0,1
U00001631,32,1,0
U00001632,25,0,1
U00001633,29,1,0
U00001634,35,1,0
U00001635,25,0,1
U00001636,25,1,0
U00001637,35,0,1
U00001638,18,1,0
U00001639,25,0,1
U00001640,27,0,1
U00001641,25,0,1
U00001642,32,0,1
U00001643,29,0,1
U00001644,18,0,1
U00001645,18,1,0
U00001646,25,0,1
U00001647,18,0,1
U00001648,32,0,1
U00001649,18,0,1
U00001650,25,0,1
U00001651,25,0,1
U00001652,25,0,1
U00001653,18,0,1
U00001654,29,1,0
U00001655,18,0,1
U00001656,25,0,1
U00001657,29,1,0
U00001658,27,1,0
U00001659,18,1,0
U00001660,25,1,0
U00001661,27,0,1
U00001662,25,0,1
U00001663,18,0,1
U00001664,18,1,0
U00001665,29,0,1
U00001666,25,0,1
U00001667,32,0,1
U00001668,27,0,1
U00001669,25,1,0
U00001670,35,1,0
U00001671,27,0,1
U00001672,25,0,1
U00001673,16,0,1
U00001674,27,0,1
U00001675,25,1,0
U00001676,18,0,1
U00001677,18,0,1
U00001678,18,1,0
U00001679,25,0,1
U00001680,25,0,1
U00001681,18,0,1
U00001682,25,0,1
U00001683,25,1,0
U00001684,18,0,1
U00001685,27,0,1
U00001686,27,0,1
U00001687,25,0,1
U00001688,18,1,0
U00001689,27,0,1
U00001690,27,0,1
U00001691,25,1,0
U00001692,27,0,1
U00001693,25,0,1
U00001694,25,0,1
U00001695,25,0,1
U00001696,27,0,1
U00001697,18,1,0
U00001698,27,0,1
U00001699,25,1,0
U00001700,25,0,1
U00001701,25,1,0
U00001702,18,0,1
U00001703,18,0,1
U00001704,25,0,1
U00001705,18,1,0
U00001706,25,0,1
U00001707,32,0,1
U00001708,25,0,1
U00001709,25,0,1
U00001710,18,0,1
U00001711,18,1,0
U00001712,25,0,1
U00001713,25,0,1
U00001714,25,0,1
U00001715,25,0,1
U00001716,25,0,1
U00001717,32,1,0
U00001718,18,0,1
U00001719,18,0,1
U00001720,18,0,1
U00001721,18,0,1
U00001722,27,0,1
U00001723,27,0,1
U00001724,18,0,1
U00001725,18,0,1
U00001726,25,0,1
U00001727,27,0,1
U00001728,18,0,1
U00001729,25,0,1
U00001730,18,1,0
U00001731,18,1,0
U00001732,18,0,1
U00001733,18,0,1
U00001734,29,0,1
U00001735,18,0,1
U00001736,35,0,1
U00001737,27,0,1
U00001738,27,0,1
U00001739,35,0,1
U00001740,35,0,1
U00001741,27,0,1
U00001742,25,0,1
U00001743,27,0,1
U00001744,27,0,1
U00001745,29,0,1
U00001746,25,0,1
U00001747,25,0,1
U00001748,32,0,1
U00001749,25,0,1
U00001750,32,0,1
U00001751,27,0,1
U00001752,25,0,1
U00001753,27,0,1
U00001754,18,0,1
U00001755,18,1,0
U00001756,25,1,0
U00001757,25,0,1
U00001758,25,1,0
U00001759,25,0,1
U00001760,25,1,0
U00001761,27,0,1
U00001762,25,0,1
U00001763,27,0,1
U00001764,18,0,1
U00001765,18,0,1
U00001766,29,1,0
U00001767,25,0,1
U00001768,29,0,1
U00001769,25,0,1
U00001770,27,0,1
U00001771,25,0,1
U00001772,35,0,1
U00001773,18,0,1
U00001774,25,0,1
U00001775,25,0,1
U00001776,25,0,1
U00001777,25,0,1
U00001778,18,0,1
U00001779,18,0,1
U00001780,27,0,1
U00001781,27,1,0
U00001782,29,0,1
U00001783,18,0,1
U00001784,18,0,1
U00001785,18,0,1
U00001786,29,0,1
U00001787,18,0,1
U00001788,29,0,1
U00001789,16,0,1
U00001790,25,0,1
U00001791,18,0,1
U00001792,25,1,0
U00001793,25,0,1
U00001794,25,0,1
U00001795,18,0,1
U00001796,32,0,1
U00001797,27,0,1
U00001798,29,0,1
U00001799,27,0,1
U00001800,18,0,1
U00001801,25,1,0
U00001802,18,0,1
U00001803,25,0,1
U00001804,25,0,1
U00001805,18,0,1
U00001806,18,0,1
U00001807,18,0,1
U00001808,18,1,0
U00001809,25,1,0
U00001810,32,0,1
U00001811,35,0,1
U00001812,25,1,0
U00001813,27,1,0
U00001814,32,0,1
U00001815,16,0,1
U00001816,27,1,0
U00001817,27,0,1
U00001818,16,0,1
U00001819,27,1,0
U00001820,25,0,1
U00001821,25,0,1
U00001822,25,1,0
U00001823,27,1,0
U00001824,18,1,0
U00001825,25,0,1
U00001826,29,0,1
U00001827,25,1,0
U00001828,18,0,1
U00001829,25,0,1
U00001830,18,0,1
U00001831,18,0,1
U00001832,18,1,0
U00001833,18,0,1
U00001834,27,0,1
U00001835,25,0,1
U00001836,25,0,1
U00001837,25,0,1
U00001838,27,0,1
U00001839,18,0,1
U00001840,25,0,1
U00001841,18,0,1
U00001842,18,0,1
U00001843,25,0,1
U00001844,18,1,0
U00001845,25,0,1
U00001846,29,0,1
U00001847,18,0,1
U00001848,27,0,1
U00001849,27,0,1
U00001850,18,0,1
U00001851,25,0,1
U00001852,25,0,1
U00001853,32,0,1
U00001854,25,0,1
U00001855,18,0,1
U00001856,35,0,1
U00001857,16,0,1
U00001858,18,1,0
U00001859,25,1,0
U00001860,35,0,1
U00001861,32,0,1
U00001862,32,0,1
U00001863,18,0,1
U00001864,27,0,1
U00001865,18,1,0
U00001866,25,0,1
U00001867,32,0,1
U00001868,32,0,1
U00001869,29,0,1
U00001870,35,0,1
U00001871,29,1,0
U00001872,32,0,1
U00001873,27,0,1
U00001874,29,0,1
U00001875,27,0,1
U00001876,25,0,1
U00001877,29,1,0
U00001878,16,0,1
U00001879,25,0,1
U00001880,27,0,1
U00001881,27,0,1
U00001882,27,0,1
U00001883,32,1,0
U00001884,29,0,1
U00001885,32,0,1
U00001886,25,0,1
U00001887,35,0,1
U00001888,27,0,1
U00001889,18,0,1
U00001890,32,0,1
U00001891,29,0,1
U00001892,25,0,1
U00001893,27,1,0
U00001894,27,1,0
U00001895,27,0,1
U00001896,35,0,1
U00001897,32,1,0
U00001898,25,0,1
U00001899,29,1,0
U00001900,35,0,1
U00001901,32,0,1
U00001902,25,0,1
U00001903,27,0,1
U00001904,18,0,1
U00001905,27,1,0
U00001906,25,1,0
U00001907,27,0,1
U00001908,35,0,1
U00001909,18,0,1
U00001910,16,0,1
U00001911,18,1,0
U00001912,25,0,1
U00001913,25,0,1
U00001914,27,1,0
U00001915,32,0,1
U00001916,29,0,1
U00001917,18,0,1
U00001918,29,1,0
U00001919,16,0,1
U00001920,27,1,0
U00001921,35,0,1
U00001922,25,1,0
U00001923,27,0,1
U00001924,35,1,0
U00001925,32,0,1
U00001926,16,1,0
U00001927,27,0,1
U00001928,16,0,1
U00001929,16,1,0
U00001930,25,0,1
U00001931,25,0,1
U00001932,25,0,1
U00001933,18,0,1
U00001934,25,0,1
U00001935,16,0,1
U00001936,27,0,1
U00001937,25,0,1
U00001938,25,1,0
U00001939,27,1,0
U00001940,25,0,1
U00001941,27,0,1
U00001942,27,0,1
U00001943,18,0,1
U00001944,18,1,0
U00001945,25,0,1
U00001946,25,0,1
U00001947,25,0,1
U00001948,16,0,1
U00001949,18,0,1
U00001950,25,0,1
U00001951,18,1,0
U00001952,27,0,1
U00001953,25,1,0
U00001954,25,0,1
U00001955,16,0,1
U00001956,27,0,1
U00001957,18,1,0
U00001958,25,1,0
U00001959,32,1,0
U00001960,29,0,1
U00001961,32,1,0
U00001962,18,1,0
U00001963,32,1,0
U00001964,25,1,0
U00001965,35,0,1
U00001966,25,0,1
U00001967,32,0,1
U00001968,25,0,1
U00001969,25,1,0
U00001970,32,0,1
U00001971,25,1,0
U00001972,29,0,1
U00001973,25,0,1
U00001974,27,0,1
U00001975,18,0,1
U00001976,27,0,1
U00001977,35,0,1
U00001978,16,0,1
U00001979,35,0,1
U00001980,27,0,1
U00001981,35,0,1
U00001982,16,0,1
U00001983,25,0,1
U00001984,18,0,1
U00001985,29,0,1
U00001986,32,0,1
U00001987,25,0,1
U00001988,25,1,0
U00001989,32,0,1
U00001990,25,0,1
U00001991,25,0,1
U00001992,18,0,1
U00001993,27,0,1
U00001994,27,0,1
U00001995,25,0,1
U00001996,27,0,1
U00001997,25,0,1
U00001998,32,1,0
U00001999,27,1,0
U00002000,18,0,1
U00002001,32,0,1
U00002002,35,1,0
U00002003,16,0,1
U00002004,29,0,1
U00002005,18,0,1
U00002006,27,0,1
U00002007,32,0,1
U00002008,25,0,1
U00002009,27,1,0
U00002010,18,0,1
U00002011,27,1,0
U00002012,25,0,1
U00002013,29,0,1
U00002014,18,0,1
U00002015,18,0,1
U00002016,35,1,0
U00002017,25,0,1
U00002018,27,0,1
U00002019,32,0,1
U00002020,25,0,1
U00002021,25,0,1
U00002022,25,0,1
U00002023,18,0,1
U00002024,16,0,1
U00002025,35,0,1
U00002026,32,0,1
U00002027,25,1,0
U00002028,29,0,1
U00002029,25,1,0
U00002030,25,0,1
U00002031,27,0,1
U00002032,32,0,1
U00002033,29,1,0
U00002034,29,1,0
U00002035,18,1,0
U00002036,25,1,0
U00002037,35,0,1
U00002038,29,1,0
U00002039,32,0,1
U00002040,25,1,0
U00002041,25,1,0
U00002042,16,0,1
U00002043,25,0,1
U00002044,29,1,0
U00002045,16,1,0
U00002046,27,0,1
U00002047,16,0,1
U00002048,32,0,1
U00002049,32,1,0
U00002050,27,1,0
U00002051,27,0,1
U00002052,16,0,1
U00002053,29,0,1
U00002054,25,0,1
U00002055,32,0,1
U00002056,25,0,1
U00002057,27,0,1
U00002058,35,1,0
U00002059,27,0,1
U00002060,16,0,1
U00002061,35,0,1
U00002062,18,0,1
U00002063,25,0,1
U00002064,27,0,1
U00002065,25,0,1
U00002066,25,1,0
U00002067,32,0,1
U00002068,27,1,0
U00002069,35,0,1
U00002070,27,1,0
U00002071,29,0,1
U00002072,32,1,0
U00002073,18,1,0
U00002074,18,0,1
U00002075,25,1,0
U00002076,18,0,1
U00002077,18,0,1
U00002078,18,0,1
U00002079,16,0,1
U00002080,25,0,1
U00002081,18,0,1
U00002082,16,0,1
U00002083,18,0,1
U00002084,18,0,1
U00002085,18,0,1
U00002086,27,0,1
U00002087,25,0,1
U00002088,32,0,1
U00002089,27,0,1
U00002090,27,0,1
U00002091,27,1,0
U00002092,35,0,1
U00002093,18,0,1
U00002094,27,0,1
U00002095,35,0,1
U00002096,25,1,0
U00002097,18,0,1
U00002098,27,0,1
U00002099,18,1,0
U00002100,25,1,0
U00002101,25,0,1
U00002102,25,0,1
U00002103,27,0,1
U00002104,29,0,1
U00002105,25,0,1
U00002106,18,1,0
U00002107,25,0,1
U00002108,16,0,1
U00002109,25,0,1
U00002110,32,0,1
U00002111,35,0,1
U00002112,29,1,0
U00002113,25,0,1
U00002114,18,0,1
U00002115,27,0,1
U00002116,18,0,1
U00002117,35,0,1
U00002118,25,0,1
U00002119,27,0,1
U00002120,16,0,1
U00002121,35,0,1
U00002122,27,0,1
U00002123,27,1,0
U00002124,25,0,1
U00002125,27,0,1
U00002126,35,0,1
U00002127,18,0,1
U00002128,29,1,0
U00002129,25,0,1
U00002130,29,0,1
U00002131,25,0,1
U00002132,35,0,1
U00002133,16,1,0
U00002134,18,0,1
U00002135,32,0,1
U00002136,27,0,1
U00002137,16,1,0
U00002138,18,1,0
U00002139,32,1,0
U00002140,29,0,1
U00002141,32,1,0
U00002142,29,1,0
U00002143,18,0,1
U00002144,18,0,1
U00002145,18,0,1
U00002146,18,0,1
U00002147,18,1,0
U00002148,18,1,0
U00002149,25,0,1
U00002150,18,1,0
U00002151,35,0,1
U00002152,18,0,1
U00002153,18,0,1
U00002154,25,0,1
U00002155,16,1,0
U00002156,18,0,1
U00002157,18,1,0
U00002158,25,0,1
U00002159,32,1,0
U00002160,18,1,0
U00002161,27,1,0
U00002162,16,1,0
U00002163,18,0,1
U00002164,27,0,1
U00002165,25,0,1
U00002166,16,0,1
U00002167,25,1,0
U00002168,16,0,1
U00002169,16,0,1
U00002170,32,1,0
U00002171,27,0,1
U00002172,18,0,1
U00002173,32,0,1
U00002174,32,0,1
U00002175,25,0,1
U00002176,16,0,1
U00002177,27,1,0
U00002178,29,0,1
U00002179,25,1,0
U00002180,25,0,1
U00002181,25,0,1
U00002182,25,1,0
U00002183,35,1,0
U00002184,18,0,1
U00002185,29,0,1
U00002186,18,0,1
U00002187,29,0,1
U00002188,18,1,0
U00002189,16,0,1
U00002190,25,1,0
U00002191,18,0,1
U00002192,25,1,0
U00002193,16,0,1
U00002194,25,0,1
U00002195,16,0,1
U00002196,25,0,1
U00002197,25,1,0
U00002198,27,1,0
U00002199,16,0,1
U00002200,27,0,1
U00002201,35,0,1
U00002202,16,1,0
U00002203,29,0,1
U00002204,35,0,1
U00002205,25,1,0
U00002206,29,0,1
U00002207,18,0,1
U00002208,25,0,1
U00002209,27,0,1
U00002210,29,0,1
U00002211,29,0,1
U00002212,18,0,1
U00002213,25,1,0
U00002214,25,1,0
U00002215,25,1,0
U00002216,25,1,0
U00002217,16,0,1
U00002218,27,0,1
U00002219,25,0,1
U00002220,32,1,0
U00002221,35,0,1
U00002222,29,1,0
U00002223,25,0,1
U00002224,25,0,1
U00002225,25,0,1
U00002226,25,1,0
U00002227,32,0,1
U00002228,25,0,1
U00002229,29,0,1
U00002230,29,1,0
U00002231,32,0,1
U00002232,25,0,1
U00002233,27,1,0
U00002234,35,0,1
U00002235,16,0,1
U00002236,16,0,1
U00002237,27,1,0
U00002238,25,1,0
U00002239,18,0,1
U00002240,29,0,1
U00002241,29,0,1
U00002242,18,0,1
U00002243,29,0,1
U00002244,16,0,1
U00002245,16,0,1
U00002246,25,0,1
U00002247,29,0,1
U00002248,27,1,0
U00002249,25,0,1
U00002250,18,0,1
U00002251,27,0,1
U00002252,18,1,0
U00002253,32,1,0
U00002254,27,0,1
U00002255,27,1,0
U00002256,29,1,0
U00002257,18,1,0
U00002258,18,1,0
U00002259,35,1,0
U00002260,25,1,0
U00002261,25,0,1
U00002262,29,0,1
U00002263,25,0,1
U00002264,29,1,0
U00002265,35,0,1
U00002266,32,1,0
U00002267,35,1,0
U00002268,27,1,0
U00002269,29,1,0
U00002270,18,0,1
U00002271,32,0,1
U00002272,25,0,1
U00002273,25,0,1
U00002274,18,0,1
U00002275,35,0,1
U00002276,35,0,1
U00002277,29,1,0
U00002278,32,0,1
U00002279,32,0,1
U00002280,35,0,1
U00002281,29,0,1
U00002282,32,0,1
U00002283,27,0,1
U00002284,25,0,1
U00002285,16,1,0
U00002286,27,0,1
U00002287,35,0,1
U00002288,16,0,1
U00002289,32,1,0
U00002290,25,0,1
U00002291,29,0,1
U00002292,32,0,1
U00002293,35,1,0
U00002294,35,0,1
U00002295,29,0,1
U00002296,25,1,0
U00002297,35,0,1
U00002298,27,0,1
U00002299,18,1,0
U00002300,35,0,1
U00002301,25,1,0
U00002302,32,0,1
U00002303,32,0,1
U00002304,29,0,1
U00002305,32,0,1
U00002306,18,1,0
U00002307,25,0,1
U00002308,29,1,0
U00002309,29,1,0
U00002310,29,0,1
U00002311,25,1,0
U00002312,29,0,1
U00002313,32,1,0
U00002314,25,1,0
U00002315,35,0,1
U00002316,27,0,1
U00002317,29,1,0
U00002318,35,0,1
U00002319,27,0,1
U00002320,32,1,0
U00002321,25,0,1
U00002322,35,1,0
U00002323,27,0,1
U00002324,27,0,1
U00002325,18,1,0
U00002326,18,0,1
U00002327,18,0,1
U00002328,35,0,1
U00002329,35,1,0
U00002330,29,0,1
U00002331,35,0,1
U00002332,35,0,1
U00002333,32,0,1
U00002334,35,1,0
U00002335,32,0,1
U00002336,27,0,1
U00002337,27,0,1
U00002338,29,0,1
U00002339,35,1,0
U00002340,27,0,1
U00002341,35,0,1
U00002342,27,0,1
U00002343,29,1,0
U00002344,25,0,1
U00002345,27,0,1
U00002346,16,1,0
U00002347,27,0,1
U00002348,32,0,1
U00002349,25,0,1
U00002350,18,0,1
U00002351,25,1,0
U00002352,32,0,1
U00002353,27,1,0
U00002354,27,0,1
U00002355,29,1,0
U00002356,32,1,0
U00002357,27,1,0
U00002358,35,1,0
U00002359,35,0,1
U00002360,32,0,1
U00002361,35,0,1
U00002362,25,0,1
U00002363,32,0,1
U00002364,35,1,0
U00002365,32,0,1
U00002366,29,1,0
U00002367,25,1,0
U00002368,35,1,0
U00002369,27,0,1
U00002370,32,0,1
U00002371,27,1,0
U00002372,29,1,0
U00002373,29,0,1
U00002374,25,0,1
U00002375,32,1,0
U00002376,25,0,1
U00002377,27,0,1
U00002378,25,0,1
U00002379,18,0,1
U00002380,25,0,1
U00002381,27,1,0
U00002382,32,0,1
U00002383,25,1,0
U00002384,27,0,1
U00002385,29,1,0
U00002386,25,1,0
U00002387,25,0,1
U00002388,35,0,1
U00002389,25,0,1
U00002390,25,1,0
U00002391,32,0,1
U00002392,35,1,0
U00002393,35,0,1
U00002394,27,0,1
U00002395,27,0,1
U00002396,18,1,0
U00002397,27,1,0
U00002398,25,0,1
U00002399,27,0,1
U00002400,25,1,0
U00002401,25,0,1
U00002402,29,0,1
U00002403,18,0,1
U00002404,18,0,1
U00002405,32,0,1
U00002406,35,1,0
U00002407,27,0,1
U00002408,29,1,0
U00002409,27,1,0
U00002410,35,0,1
U00002411,27,1,0
U00002412,35,0,1
U00002413,35,1,0
U00002414,25,0,1
U00002415,25,0,1
U00002416,29,0,1
U00002417,29,0,1
U00002418,16,1,0
U00002419,25,0,1
U00002420,32,0,1
U00002421,27,0,1
U00002422,32,1,0
U00002423,29,1,0
U00002424,25,0,1
U00002425,27,1,0
U00002426,35,0,1
U00002427,25,1,0
U00002428,29,0,1
U00002429,25,0,1
U00002430,25,0,1
U00002431,25,1,0
U00002432,25,0,1
U00002433,25,0,1
U00002434,25,0,1
U00002435,25,0,1
U00002436,25,0,1
U00002437,25,0,1
U00002438,27,0,1
U00002439,29,0,1
U00002440,32,0,1
U00002441,29,1,0
U00002442,27,0,1
U00002443,27,1,0
U00002444,29,1,0
U00002445,25,0,1
U00002446,18,0,1
U00002447,25,0,1
U00002448,27,0,1
U00002449,35,0,1
U00002450,29,0,1
U00002451,29,0,1
U00002452,29,0,1
U00002453,25,0,1
U00002454,18,0,1
U00002455,27,0,1
U00002456,25,0,1
U00002457,25,0,1
U00002458,25,0,1
U00002459,32,0,1
U00002460,32,1,0
U00002461,18,0,1
U00002462,27,0,1
U00002463,25,0,1
U00002464,18,1,0
U00002465,32,0,1
U00002466,25,0,1
U00002467,16,0,1
U00002468,32,0,1
U00002469,25,0,1
U00002470,27,0,1
U00002471,32,0,1
U00002472,25,0,1
U00002473,25,0,1
U00002474,25,0,1
U00002475,25,1,0
U00002476,32,0,1
U00002477,29,0,1
U00002478,32,0,1
U00002479,25,1,0
U00002480,18,1,0
U00002481,27,0,1
U00002482,32,1,0
U00002483,35,0,1
U00002484,29,0,1
U00002485,27,0,1
U00002486,18,0,1
U00002487,29,0,1
U00002488,29,1,0
U00002489,27,1,0
U00002490,25,0,1
U00002491,27,0,1
U00002492,29,1,0
U00002493,29,0,1
U00002494,18,0,1
U00002495,18,1,0
U00002496,32,0,1
U00002497,32,1,0
U00002498,35,0,1
U00002499,32,0,1
U00002500,35,0,1
U00002501,25,0,1
U00002502,35,0,1
U00002503,27,0,1
U00002504,25,0,1
U00002505,25,0,1
U00002506,25,1,0
U00002507,25,0,1
U00002508,27,1,0
U00002509,25,0,1
U00002510,25,0,1
U00002511,25,0,1
U00002512,29,1,0
U00002513,35,0,1
U00002514,35,0,1
U00002515,29,0,1
U00002516,29,1,0
U00002517,27,1,0
U00002518,25,0,1
U00002519,29,1,0
U00002520,35,1,0
U00002521,27,0,1
U00002522,18,0,1
U00002523,25,0,1
U00002524,35,1,0
U00002525,27,1,0
U00002526,35,0,1
U00002527,27,0,1
U00002528,35,0,1
U00002529,27,1,0
U00002530,18,0,1
U00002531,29,1,0
U00002532,35,1,0
U00002533,25,1,0
U00002534,32,1,0
U00002535,35,1,0
U00002536,35,0,1
U00002537,27,0,1
U00002538,35,0,1
U00002539,27,0,1
U00002540,29,1,0
U00002541,27,1,0
